title,release_date,album,n-words,lyrics
Pound Cake / Paris Morton Music 2 by Drake (Ft. JAY-Z),2013-09-24 00:00:00,Nothing Was the Same,7,"390 ContributorsPound Cake / Paris Morton Music 2 Lyrics[Part I: ""Pound Cake""]
[Intro: Jimmy Smith]
Good God Almighty—like back in the old days
You know, years ago they had the A&R men to tell you what to play, how to play it and you know, whether it's disco and rock
But, uh, we just went in the studio and we did it
We had the champagne in the studio, of course
You know, compliments of the company
And we just laid back and did it
So we hope you enjoy listening to this album half as much as we enjoyed playing it for you
Because we had a ball
Only real music is gonna last
All that other bullshit is here today and gone tomorrow

[Chorus: Timbaland]
Cash rules everything around me, frikki-frikki-frik
C.R.E.A.M.; get the-get the-get the-get the
Get the-get the-get the-get the money, dollar-dollar
D-d-d-d-dollar-dollar, dollar-dollar bill, y'all (Y'all, y'all)
Cash rules everything around me, C.R.E.A.M
Get the-get the-get the-get the-get the
Get the-get the-get the-get the mon-mon-money
Frikki-frikki-frikki, dollar-dollar-dollar bill, y'all (Y'all, y'all)

[Verse 1: Drake]
Yeah
Uh, after hours at Il Mulino
Or Sotto Sotto, just talkin' women and vino
The contract like '91 Dan Marino
I swear this guy Michael Rapino's boosting my ego
Overly focused, it's far from the time to rest now
Debates growin' 'bout who they think is the best now
Took a while, got the jokers out of the deck now
I'm holdin' all the cards and niggas wanna play chess now
I hear you talking, say it twice so I know you meant it
Fuck it, I don't even tint it, they should know who's in it
I'm authentic, real name, no gimmicks
No game, no scrimmage, I ain't playin' with you niggas at all
My classmates, they went on to be chartered accountants
Or work with their parents
But thinkin' back on how they treated me
My high school reunion might be worth an appearance
Make everybody have to go through security clearance
Tables turn, bridges burn, you live and learn
With the ink I could murder, word to my nigga Irv
Yeah, I swear shit just started clickin', dog
You know it's real when you are who you think you are
You might also like[Chorus: Timbaland]
Cash rules everything around me, frikki-frikki-frik
C.R.E.A.M.; get the-get the-get the-get the
Get the-get the-get the-get the money, dollar-dollar
D-d-d-d-dollar-dollar, dollar-dollar bill, y'all (Y'all, y'all)
Cash rules everything around me, C.R.E.A.M
Get the-get the-get the-get the-get the
Get the-get the-get the-get the mon-mon-money
Frikki-frikki-frikki, dollar-dollar-dollar bill, y'all (Y'all, y'all)

[Verse 2: JAY-Z]
Uh, I had Benzes 'fore you had braces
The all-black Maybach, but I'm not a racist
Inside's whiter than Katy Perry's face is
Yellow diamonds in my Jesús
I just might learn to speak Mandarin
Japanese for the yen that I'm handlin'
International Hov, that's my handle
My saint's Changó, light a candle
El Gran Santo on the mantle
Case y'all didn't know, I speak Spanish too, uh
Shout out to World Wide Wes
Everywhere we go, we leave a worldwide mess
Yes, still Roc La Familia
Says a lot about you if you not feeling us
The homie said, ""Hov, it ain't many of us""
I told 'em, ""Less is more, nigga, it's plenty of us""
[Chorus: Timbaland]
Cash rules everything around me, frikki-frikki-frik
C.R.E.A.M.; get the-get the-get the-get the
Get the-get the-get the-get the money, dollar-dollar
D-d-d-d-dollar-dollar, dollar-dollar bill, y'all (Y'all, y'all)
[Verse 3: JAY-Z]
Cake, cake-cake, cake-cake, cake
Five hundred million, I got a pound cake
Niggas is frontin', that's upside-down cake
Get 'em a red nose, they clown cakes
They shoulda never let you 'round cake
Look at my neck, I got a karat cake, uh
Now here's the icin' on the cake
Cake, cake-cake, cake-cake, uh
I'm just gettin' started, oh yeah, we got it, bitch
I've done made more millionaires than the lotto did
Dame made millions, Biggs made millions
Ye made millions, Just made millions
Lyor made millions, Cam made millions
Beans'a tell you if he wasn't in his feelings
Uh, I'm back in my bag
My eyes bloodshot, but my jet don't lag
A pair of Jordan 3's, tryna chase this cash
Gucci airbag just in case we crash
Uh, last night was mad trill
I'm fresh out of Advil—Jesus, grab the wheel
[Part II: ""Paris Morton Music 2""]

[Verse: Drake]
Yeah, uh
Look, fuck all that ""Happy to be here"" shit that y'all want me on
I'm the big homie, they still be tryna lil bro me, dog
Like I should fall in line
Like I should alert niggas when I'm 'bout to drop somethin' crazy
And not say I'm the greatest of my generation
Like I should be dressing different
Like I should be less aggressive and pessimistic
Like I should be way more nervous and less dismissive
Like I should be on my best behavior and not talk my shit
And do it major like the niggas who paved the way for us
Like I didn't study the game to the letter
And understand that I'm not doin' it the same
Man, I'm doing it better
Like I didn't make that clearer this year
Like I should feel, I don't know, guilty for saying that
They should put a couple more mirrors in here so I can stare at myself
These are usually just some thoughts that I would share with myself
But I thought ""Fuck it"", it's worth it to share 'em
With someone else other than Paris for once
I text her from time to time, she a mom now
I guess sometimes life forces us to calm down
I told her she could live with me if she need to, I got a compound
But I think she's straight
'Cause she supported since Hot Beats
Right before Wayne came and got me out of the back room
Where I was rapping with Jas over beats that I shouldn't have
In the hopes for the glory
He walked right past in the hallway
Three months later, I'm his artist
He probably wouldn't remember that story
But that shit stick with me always
Couldn't believe when he called me
You never know what could happen to you
And I just spent four Ferraris all on a brand new Bugatti
And did that shit 'cause it's somethin' to do
Yeah, I guess that's just who I became, dawg
Nothing was the same, dawg371Embed"
Own It by Drake,2013-09-24 00:00:00,Nothing Was the Same,5,"140 ContributorsOwn It Lyrics[Intro: PARTYNEXTDOOR]
Own it
It's yours
It's yours

[Verse 1: Drake & PARTYNEXTDOOR]
Yours
You're still the one that I adore
Ain't much out there to have feelings for
Guess whose it is? Guess whose it is? (Yours)
Guess whose it is? Guess whose it is? Yours
A few bottles on the table, a few waters
It ain't a secret, baby, everybody saw us
Guess whose it is? Guess whose it is?
Guess whose it is? It's yours
Next time we fuck, I don't wanna fuck, I wanna make love
Next time we talk, I don't wanna just talk, I wanna trust
Next time I stand tall, I wanna be standin' for you
And next time I spend, I want it all to be for you, oh
Peakin', I'm peakin'
Wake up with me this weekend, we can, oh
Guess whose it is? Guess whose it is?
Guess whose it is? It's yours

[Chorus: PARTYNEXTDOOR]
Own it, own it, own it, own it
Own it, own it, own it, own it
Own it, own it, own it, own it
Own it, own it, own it, I said
Go own that shit, own that shit
Own that shit, own that shit
Go and own that shit, own that shit
Own that shit, you own that shit, go and
Own it, own it, own it, own it
Own it, own it, own it, own it
Own it, own it, own it, own it
Own it, own it, own it, own it
Go own that shit, own that shit
Own that shit
Own that shit, own that shit
Own that shit
You might also like[Verse 2: Drake]
Niggas talk more than bitches these days
Just let that shit sink in, ha!
Niggas talk more than bitches these days
Who could get the pussy quicker these days
Still straight with the weed and the liquor these days
'Cause the new drugs got the kids trippin' these days (Trippin')
Bunch of journalists been searchin' for a story
My ex-girl been searchin' for a ""sorry"" (How you do?)
Couple bitches tryna have me on the Maury
Like nigga, it's yours, you should be supportin'
But where you been at? On tour, gettin' money
Y'all don't even really check for me
You ain't even hit me when that nigga had threats for me, girl
You don't love me, you just say that shit to get to me, girl
'Cause you got the Batphone and my work line
You should call
When the last time you did somethin' for the first time?
You done done it all
I swear to God, niggas talk more than bitches these days
Got you thinkin' that I'm different these days
Broken telephone for every single conversation
By the time it gets to you, shit switches these days, but oh (Yeah)
It's yours, it's yours, it's yours, it's
It's always gonna be yours
[Chorus: PARTYNEXTDOOR & Drake]
Own it, own it, own it, own it
Own it, own it, own it, own it
(It's always gonna be yours)
Own it, own it, own it, own it
Own it, own it, own it, I said
(It's always gonna be yours)
Go own that shit
Own it
Own it
It's yours, it's yours
Own it, own it, own it, own it
Own it, baby, own it, it's yours
Own that shit, own that shit, own that shit

[Produced by Noah ""40"" Shebib & PARTYNEXTDOOR]200Embed"
From Time (Demo) by Drake (Ft. Jhené Aiko),2013-09-24 00:00:00,(No Album),2,"9 ContributorsFrom Time (Demo) Lyrics[Intro: Jhené Aiko]
What's up?
Been a minute since we kicked it, you've been caught up
With them bitches, I don't get it, you're a star, love
You shouldn't have to deal with that
I'd never make you feel like that, 'cause...

[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you?
What are you, what are you so afraid of?
Darling, you
You give but you cannot take love

[Verse 1: Drake]
Yeah, I needed to hear that shit, I hate when you're submissive
Passive aggressive when we're texting, I feel the distance
I look around the peers that surround me, these niggas tripping
I like when money makes a difference but don't make you different
Started realizing a couple places I could take it
I want to get back to when I was that kid in the basement
I want to take it deeper than money, pussy, vacation
And influence a generation that's lacking in patience
I've been dealing with my dad, speaking of lack of patience
Just me and my old man getting back to basics
We've been talking 'bout the future and time that we wasted
When he put that bottle down, girl that nigga's amazing
Well, fuck it, we had a couple Coronas
We might have rolled a white paper, just something to hold us
We even talked about you and our couple of moments
He said we should hash it out like a couple of grown ups
You a flower child, beautiful child, I'm in your zone
Looking like you came from the 70's on your own
My mother is 66 and her favorite line to hit me with is
Who the fuck wants to be 70 and alone?
You don't even know what you want from love anymore
I search for something I'm missing and disappear when I'm bored
But girl, what qualities was I looking for before?
Who you settling for? Who better for you than the boy, huh?
You might also like[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you?
What are you, what are you so afraid of?
Darling, you
You give but you cannot take love
I wish you could see
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you?
What are you, what are you so afraid of?
Darling, you
You give but you cannot take love

[Verse 2: Drake]
Shoulda spent more nights
Coulda changed your life
We woulda been alright
All these shoulda, coulda, wouldas
In her ear one time
Prolly wastin' my time
'Cause she heard it all
'Cause she heard it all
Girl, I coulda changed your life
But you heard it all
Well I'ma say it anyway
Shawty, I'm from the city
Where we were never taught to love
You ain't gotta be in love to fuck
Girl, I'm just tryna say
I'm from the city, oh
Where the money makes a difference
But it never made us different, oh1Embed"
From Time by Drake (Ft. Jhené Aiko),2013-09-24 00:00:00,Nothing Was the Same,2,"225 ContributorsTranslationsTürkçeEspañolFrom Time Lyrics[Verse 1: Jhené Aiko]
What's up?
Been a minute since we kicked it, you've been caught up
With them bitches, I don't get it, you're a star, love
You shouldn't have to deal with that
I'd never make you feel like that
'Cause

[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you
What are you, what are you so afraid of?
Darling, you
You give, but you cannot take love

[Verse 2: Drake]
Yeah, I needed to hear that shit, I hate when you're submissive
Passive aggressive when we're texting, I feel the distance
I look around the peers that surround me, these niggas tripping
I like when money makes a difference but don't make you different
Started realizing a couple places I could take it
I want to get back to when I was that kid in the basement
I want to take it deeper than money, pussy, vacation
And influence a generation that's lacking in patience
I've been dealing with my dad, speaking of lack of patience
Just me and my old man getting back to basics
We've been talking 'bout the future and time that we wasted
When he put that bottle down, girl, that nigga's amazing
Well, fuck it, we had a couple Coronas
We might have rolled a white paper, just something to hold us
We even talked about you and our couple of moments
He said we should hash it out like a couple of grown-ups
You a flower child, beautiful child, I'm in your zone
Looking like you came from the seventies on your own
My mother is sixty-six and her favorite line to hit me with is
""Who the fuck wants to be seventy and alone?""
You don't even know what you want from love anymore
I search for something I'm missing and disappear when I'm bored
But girl, what qualities was I looking for before?
Who you settling for? Who better for you than the boy, huh?
You might also like[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you
What are you, what are you so afraid of?
Darling, you
You give, but you cannot take love
[Verse 3: Drake]
Uh, thinking 'bout Texas, back when Porscha used to work at Treasures
Or further back than that, before I had the Houston leverage
When I got Summer a Michael Kors with my momma's debit
A weak attempt at flexing, I'll never forget it
'Cause that night I played her three songs
Then we got to talking 'bout something we disagreed on
Then she start telling me how I'll never be as big as Trey Songz
Boy, was she wrong
That was just negative energy for me to feed off
Now it's therapeutic blowing money in the Galleria
Or Beverly Center Macy's where I discovered Bria
Landmarks of the muses that inspired the music
When I could tell it was sincere without tryna prove it
The one that I needed was Courtney from Hooters on Peachtree
I've always been feeling like she was the piece to complete me
Now she engaged to be married, what's the rush on commitment?
Know we were going through some shit, name a couple that isn't?
Remember our talk in the parking lot at the Ritz
Girl, I felt like we had it all planned out
I guess I fucked up the vision
Learning the true consequences of my selfish decisions
When you find out how I'm living, I just hope I'm forgiven
It seem like you don't want this love anymore
I'm acting out in the open, it's hard for you to ignore
But girl, what qualities was I looking for before?
Who you settling for? Who better for you than the boy, huh?
[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you
What are you, what are you so afraid of?
Darling, you
You give, but you cannot take love

[Outro: Baka Not Nice]
Been Baka aka Not Nice from time, G
Been a East Side ting
Scarborough ting from time, G
Been have up di ting dem from time, G
So I don't know what's wrong with these
Little wasteman out here, eh?
Y'all need to know yourself576Embed"
Furthest Thing by Drake,2013-09-24 00:00:00,Nothing Was the Same,3,"161 ContributorsTranslationsFrançaisFurthest Thing Lyrics[Verse 1]
Somewhere between psychotic and iconic
Somewhere between I want it and I got it
Somewhere between I'm sober and I'm lifted
Somewhere between a mistress and commitment
But I stay down, girl, I always stay down
Get down, never lay down
Promise to break everybody off before I break down
Everyone just wait now, so much on my plate now
People I believed in, they don't even show they face now
What they got to say now? Nothin' they can say now
Nothin' really changed but still they look at me a way now
What more can I say now? What more can I say now?
You might feel like nothin' was the same

[Chorus]
I still been drinkin' on the low, mobbin' on the low
Fuckin' on the low, smokin' on the low
I still been plottin' on the low, schemin' on the low
The furthest thing from perfect, like everyone I know
I just been drinkin' on the low, mobbin' on the low
Fuckin' on the low, smokin' on the low
I just been plottin' on the low, schemin' on the low
The furthest thing from perfect, like everyone I know

[Verse 2]
And I hate that you don't think I belong to ya
Just too busy runnin' shit to run home to ya
You know that paper my passion
Bittersweet celebrations, I know I can't change what happened
I can't help it, I can't help it, I was young and I was selfish
I made every woman feel like she was mine and no one else's
And now you hate me, stop pretendin', stop that frontin', I can't take it
Girl, don't treat me like a stranger, girl, you know I seen you naked
Girl, you know that I remember, don't be a pretender
Gettin' high at the condo, that's when it all comes together
You know I stay reminiscing and make-up sex is tradition
But you been missin', girl, and you might feel like nothin' was the same
You might also like[Chorus]
I still been drinkin' on the low, mobbin' on the low
Fuckin' on the low, smokin' on the low
I still been plottin' on the low, schemin' on the low
The furthest thing from perfect, like everyone I know
I just been drinkin' on the low, mobbin' on the low
Fuckin' on the low, smokin' on the low
I just been plottin' on the low, schemin' on the low
The furthest thing from perfect, like everyone I know
[Beat Switch]

[Bridge]
Drinkin', smokin', fuckin', plottin'
Schemin', plottin', schemin', gettin' money
Drinkin', fuckin', smokin', plottin'
Schemin', plottin', schemin', gettin' money

[Verse 3]
Uh, this the life for me
My momma told me this was right for me
I got 'em worried, like make sure you save a slice for me
I should have Spoons serve you up with a fork and knife for me
Your actions make us doubt you
Your lack of effort got me rappin' different
This the shit I wanna go out to
Play this shit at my funeral if they catch me slippin'
Naked women swimmin', that's just how I'm livin'
Donate a million to some children, that's just how I'm feelin'
A nigga fillin' up arenas, who the fuck could see us?
I had to Derrick Rose the knee up before I got the re-up
Yours truly, the boy
I just build and build more, y'all niggas build to destroy
Y'all niggas party too much, man, I just chill and record
No filler, you feel it now if you ain't feel it before
[Outro]
Yes, Lord, this the shit I wanna go out to
Yeah, yeah, this the shit I wanna go out to

[Produced by Noah ""40"" Shebib and Hagler / Co-produced by Jake One]328Embed"
The Language by Drake,2013-09-24 00:00:00,Nothing Was the Same,11,"154 ContributorsTranslationsPortuguêsFrançaisThe Language Lyrics[Intro: Drake]
Yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Look, look

[Verse 1: Drake]
I don't know why they been lyin' but your shit is not that inspirin'
Bank account statement just look like I'm ready for early retirement
Fuck any nigga that's talking that shit just to get a reaction
Fuck going platinum, I look at my wrist and it's already platinum
I am the kid with the motor mouth
I am the one you should worry 'bout
I don't know who you're referring to
Who is this nigga you heard about?
Someone just talking that bullshit
Man, someone just gave you the run-around
Niggas downplayin' the money
But that's what you do when the money down
I don't waste time puttin' money down
I just go straight to who got it and buy it in cash
Pussy so good that you gotta come see me on tour
And you gotta fly in first class
This has been years in the makin'
It's all for the city, they know I come right every summer
Cash Money Records forever, I'm always big timin'
Bitch, I came up right under Stunna, you know it
You might also like[Chorus: Drake]
Jealousy in the air tonight, I could tell
I will never understand that, but oh well
Been ready, it's real, I don't know about you
She just want to smoke and fuck
I said, ""Girl, that's all that we do""
Okay, now you're talkin' my language
Now you're talkin' my language
Now you're talkin' my language
Now you're talkin' my language
Been ready, it's real, I don't know about you
She just want to smoke and fuck
I said, ""Girl, that's all that we do""

[Verse 2: Drake]
I'm 'bout to roll one and light it
And fuck it, man, no one's invited
I got to kill off the weak shit that's got all you niggas excited
I can't even listen, you wildin'
I'd much rather sit here in silence
I send all my money to banks in the islands
And eat with Italians, I do
People are funny
You don't even know 'bout the shit that I been through
I just want some head in a comfortable bed
It could all be so simple
Talkin' that shit with your back to me
Just know it always get back to me
Come get your girl
She been here for three days and she way too attached to me
Hate when they get too attached to me
I got to get on the bus and get back on the road
Get what I can out the country
And then I just get on the jet and go back to the cold
Can't even drive with the top off
Been workin' so hard on the album, I missed the whole summer
I just might bring in some girls from Miami to heat up the city
And that's word to Stunna, you know it
[Chorus: Drake]
Jealousy in the air tonight, I could tell
I will never understand that, but oh well
Been ready, it's real, I don't know about you
She just want to smoke and fuck
I said, ""Girl, that's all that we do""
Okay, now you're talkin' my language
Now you're talkin' my language
Now you're talkin' my language
Now you're talkin' my language
Been ready, it's real, I don't know about you
She just want to smoke and fuck
I said, ""Girl, that's all that we do""

[Outro: Birdman & Drake]
Famous and dangerous
You understand me?
Showtime, headlines, Big Tyme
""Sunshine,"" tote 9's, bust mines
Flatline, hard grind, high life
Stay fly, it's jet time – stunt, nigga!
Every time you see a nigga – stunt, nigga!
Every time you see a nigga – stunt, nigga!
Swag on head to feet nigga – stunt, nigga!
I just might bring in some girls from Miami to heat up the city
And that's word to Stunna, you know it344Embed"
Connect by Drake,2013-09-24 00:00:00,Nothing Was the Same,1,"146 ContributorsConnect Lyrics[Spoken Intro: Shawn Lawrence]
""There's three balls and a strike
Here's the pitch
It's belted deep to center
Revere goes back, jumps at the wall, and it's gone!""

[Verse 1: Drake]
Yeah, isn't it amazing
How you talk all this shit and we still lack communication?
How beautiful our kids would be, girl, I don't need convincing
How every conversation starts with, ""This time will be different""
Oh, oh, the idea is fun
Oh, the idea is fun
Oh, the idea is so fun every time
At least we try for home run every time
[Chorus: Drake]
Swanging, eyes closed, just swanging
Same city, same friends, if you're looking for me
Same city, same friends, if you're looking
I'll be here, just swanging
Don't talk to me like I'm famous
And don't assume, 'cause I don't respect assumptions, babe
I'm just tryna connect with somethin', babe
Yeah, swanging
You might also like[Verse 2: Drake]
Ayy
She just wanna run around the city
And make memories that she can barely remember
And I'd allow her
Talk about pussy power (Yeah)
She just wanna run over my feelings
Like she drinking and driving in a eighteen-wheeler
And I'd allow her
Talk about pussy power
She used to say, ""You can be whoever you want, even yourself""
Yeah, I show up knowin' exactly who I was
And never leave as myself
But when it falls apart, I'm always still down
To pick a million tiny little pieces off the ground
Wish you would learn to love people and use things
And not the other way around

[Chorus: Drake]
Swanging, eyes closed, just swanging
Same city, same friends if you're looking for me
Same city, same friends if you're looking
I'll be here, just swanging (Ayy)
Don't talk to me like I'm famous (Ayy)
And don't assume 'cause I don't respect assumptions, bae
I'm just tryna connect with somethin', baby
I'll be here, just swanging (Ayy, ayy)
[Verse 3: Drake]
I remember when my schedule was as flexible as she is
She call and tell me be here before the sun up
I be dressed before we hung up
I take Eglinton to 401 East
And exit at Markham Road in the East End
Where all the pretty girls are sleeping
My license been expired, I renew it after the weekend
Fuck, I know I said that shit the last seven weekends
Girl, I guess procrastination is my weakness
I hate stoppin' for gas this late
'Cause there's niggas creepin and not like how we're creepin'
Summer is comin', know you could feel it
Twenty on pump, whatever, I ain't got enough to fill it
Won't knock on your door
My uncle say, ""You drive my whip like it's yours""
I got the pedal to the floor
I'm on my motherfuckin' way, swangin'
Don't fall asleep on me, hang in there
I'll be there, just swangin'
I'll be there, just swangin'
I treat you good, girl, like you're famous
I know I'm late, it's always the same shit
But don't fall asleep on me, hang in there
I'm on the road right now, swangin, girl140Embed"
We Made It Freestyle by Drake (Ft. Soulja Boy),2013-12-28 00:00:00,Smokers Choice,27,"103 ContributorsWe Made It Freestyle Lyrics[Intro 1: Eastbound & Down (Kenny Powers)]
The only thing I'm seein' I'd like to put an amend on, perhaps a little more room here for the fixins, you know what I'm talkin' about? Oh, we gon' have a lot of fixins. We gonna have so many fuckin' fixins up in this motherfucker, this shit gon' go through the roof. Got damn I'm shittin' gold these days

[Intro 2: Soulja Boy]
Soulja Boy, Drake
Oh, we made it
Turn me up just a little bit in the headphones
Worldwide, international

[Chorus: Soulja Boy]
Nigga we made it, ayy
We made it
Nigga we made it, ayy
Damn, we made it
Nigga we made it, ayy
We made it, ayy
Nigga we made it, ayy
We made it

[Verse 1: Drake]
Yeah, she said she workin' for Walgreens but not in the store, at the head office
The head was so good it makes sense why you work at the head office
In 2007, I sat in the lobby of Motown and waited
Now I walk into the buildin' and go off like ""Nigga we made it!"" (Go off)
When I walk through these halls, man this beat should be playin' (Go off)
I just came to make sure you not missin' no payments
Now turn this shit down while I issue my statement
It needed a moment of silence, nigga we made it!
You fly out your lady, I fly out my latest
Bitches can't front on the kid anymore, man they know what my name is
And if by chance she don't know who I am, she just know that I'm famous
I'ma just hand her a business card and say ""Nigga we made it!""
And she gotta come through the hotel and pop it off for me
Then she gon' text her best friend like ""Girl he got some good dick and money""
Her friend hit her back like ""I know that already, that nigga's amazin'""
Then I send a message to both of they asses like ""Nigga we made it!""
You might also like[Interlude: Kenny Powers]
Kinda makes me wonder why the hell so many people are tryna tell me to slow down. Seems like motherfuckers should be shuttin' the hell up and enjoyin' the show

[Chorus: Soulja Boy]
Ayy, we made it
Nigga we made it, ayy
Damn, we made it
Nigga we made it, ayy
We made it, ayy
Nigga we made it, ayy
We made it

[Verse 2: Drake]
Yeah, if they with me, just know that they wit' it and 'bout it
If I said it, I meant it, there's no way around it
OVO, Reps Up, and P. Reign is next up, watch Gway go crazy
When Baka came home for the holidays, I was like ""Nigga we made it!""
And all of those lawyer fees, nigga I paid it (Go off)
My family get all of my loyalty, all of my patience (Go off)
My life for your life, man I wouldn't trade it
I would just look at you dead in yo' face and say ""Nigga we made it!""
I swear that we made it, selloff that ting, I'm the king in Jamaica
But I've been on that wave, that's why this year I tell ya, I don't need no favors (Go off)
(Damn, Soulja Boy stunt on them haters)
And my resolution for New Years is nigga we made it!
You don't know how long I waited, I coulda been waitin' on tables, my karma's amazin'
I'm out in the Caymans, rented a 12-bedroom house just to sleep all the women we came with
That's ignorant, ain't it? Sometimes I question myself when I think 'bout the pictures I painted
Then I pick up my brush and I sign at the bottom like ""Nigga we made it!""
[Chorus: Soulja Boy]
Ayy, we made it
Nigga we made it, ayy
Damn, we made it

[Verse 3: Soulja Boy]
I remember standing in the hood
Tellin' my partner, and my momma, everything gonna be all good
Nigga we made it! Damn, I'm up in Las Vegas
Damn, I never was supposed to have shit, now my life is lavish
Every night, fuckin' a bad bitch, nigga we made it!
Coppin' a Lambo, cash, the Bentley, two times I crashed
Ha, nigga we made it!
Look at them niggas' faces, them niggas, they hate it
I look a nigga in his face and say ""Nigga we made it!""
Soulja Boy stunt on them haters
And these days I don't need no favors, ayy
Nigga we made it!

[Outro: Soulja Boy]
You already know man
Phone call back to the old hood, see what's goin' on
Brrt brrt, nigga we made it272Embed"
Trophies by Drake,2013-12-30 00:00:00,Rise of an Empire,6,"146 ContributorsTrophies Lyrics[Intro]
Yeah

[Verse 1]
Had hit records on my demo
Did y'all boys not get the memo?
I do not stay at the Intercontinental
And anything I got is not a rental
I own that muh'fucka
Figured out this shit is simple
My stock been going up like a crescendo
A bunch of handshakes from the fakes
But nigga, I do not wanna be friends though

[Pre-Chorus 1]
I told y'all muh'fuckas
Man, this shit is not a love song
This a ""fuck-a-stripper-on-the-mink-rug"" song
This a ""fuck-them-boys-forever, hold-a-grudge"" song
""Pop-some-fucking-champagne-in-the-tub"" song
Nigga, ""just-because"" song
Damn

[Chorus]
What's the move? Can I tell the truth?
If I was doing this for you then I'd have nothing left to prove
Nah, this for me though
I'm just tryna stay alive and take care of my people
And they don't have no award for that
Trophies, trophies
And they don't have no award for that
Shit don't come with trophies, ain't no envelopes to open
I just do it cause I'm 'sposed to, nigga
You might also like[Verse 2]
Bitch I go to Dreams with a suitcase
I got my whole country on a new wave
She like, ""I heard all your niggas stay where you stay""
House so big I haven't seen them boys in two days
Bitch, I use a walkie-talkie just to get a beverage
I saw my parents split up right after the wedding
That taught my ass to stay committed, fuck the credit
Bitch, check the numbers, I'm the one who really get it

[Pre-Chorus 2]
I told y'all muh'fuckas
Man, this shit is not a love song
This a ""doing-me-and-only-God-can-judge"" song
""I-do-not-know-what-the-fuck-you-thought-it-was"" song
""Pop-some-fucking-champagne-in-the-tub"" song
Nigga, ""just-because"" song
Damn

[Chorus]
What's the move? Can I tell the truth?
If I was doing this for you then I'd have nothing left to prove
Nah, this for me though
I'm just tryna stay alive and take care of my people
And they don't have no award for that
Trophies, trophies
And they don't have no award for that
Shit don't come with trophies, ain't no envelopes to open
I just do it cause I'm 'sposed to, nigga974Embed"
We Made It (Remix) by Drake (Ft. Soulja Boy & Trae tha Truth),2014-02-14 00:00:00,Flight School: All-Star 2014,16,"9 ContributorsWe Made It (Remix) Lyrics[Intro: Trae]

[Verse 1: Trae Tha Truth]
I'm the man in my city like biggie, so haters they probably can't stand him
Should've been part of the opera the way that I play in the Phantom
This bird on my seat kind of bright for me, fuck it I told them to tan em'
First rapping nigga that powered the streets so the radio banned him
I'm looking for something to surf on the night with a body so vicious
If she not fucking I tell her get lost and I send her the worst of my wishes
I'm helping my niggas get dinner we eating, they talking bout dishes
Fuck with my money I'm pricing your head, blow the rest on these bitches
Nigga we made it
Nigga we made it
Nigga we made it
Nigga we made it
Try to keep that on the low, cause them people find out we gon' probably get raided
Find me a tutor, head game was smart to the point I was searching for knowledge
She just got her masters, something amazing you would think she fresh out of college
Shout out to Drizzy and OVO, and this shit I just got from Tokyo
That alley hoop helped me, I'm finna' score
Gotta let my nuts hang on before we go
I'm patiently waiting, swang is patiently skating
Just incase they ain't hear what I stated, I ain't worried
My niggas we made it

[Hook: Soulja Boy]
Nigga we made it, aye
We made it
Nigga we made it, aye
Damn, we made it
Nigga we made it, aye
We made it, aye
Nigga we made it, aye
We made it
You might also like[Verse 2: Drake]
She said she workin' for Walgreens but not in the store, at the head office
The head was so good it makes sense why you work at the head office
In 2007 I sat in the lobby of Motown and waited
Now I walk into the buildin' and go off like ""Nigga we made it!""
When I walk through these halls, man this beat should be playin'
I just came to make sure you not missin' no payments
Now turn this shit down while I issue my statement
It needed a moment of silence, nigga we made it!
You fly out your lady, I fly out my latest
Bitches can't front on the kid anymore, man they know what my name is
And if by chance she don't know who I am, she just know that I'm famous
I'm a just hand her a business card and say, ""Nigga we made it!""
And she gotta come through the hotel and pop it off for me
Then she gon' text her best friend like ""Girl he got some good dick and money""
Her friend hit her back like ""I know that already, that nigga's amazin'""
Then I send a message to both of they asses like ""Nigga we made it!""1Embed"
